draw_date,variable,value
05/09/2023,pick5_3,46
05/09/2023,pick5_4,48
05/09/2023,pick5_5,51
05/09/2023,winning_numbers,04 37 46 48 51
05/05/2023,mega_ball,11
05/05/2023,multiplier,3.0
05/05/2023,pick5_1,16
05/05/2023,pick5_2,18
05/05/2023,pick5_3,28
05/05/2023,pick5_4,42
05/05/2023,pick5_5,43
05/05/2023,winning_numbers,16 18 28 42 43
05/02/2023,mega_ball,9
05/02/2023,multiplier,2.0
05/02/2023,pick5_1,3
05/02/2023,pick5_2,15
05/02/2023,pick5_3,16
05/02/2023,pick5_4,32
05/02/2023,pick5_5,41
05/02/2023,winning_numbers,03 15 16 32 41
04/28/2023,mega_ball,20
04/28/2023,multiplier,3.0
04/28/2023,pick5_1,18
04/28/2023,pick5_2,38
04/28/2023,pick5_3,53
04/28/2023,pick5_4,62
04/28/2023,pick5_5,64
04/28/2023,winning_numbers,18 38 53 62 64
04/25/2023,mega_ball,12
04/25/2023,multiplier,2.0
04/25/2023,pick5_1,8
04/25/2023,pick5_2,29
04/25/2023,pick5_3,46
04/25/2023,pick5_4,47
04/25/2023,pick5_5,48
04/25/2023,winning_numbers,08 29 46 47 48
04/21/2023,mega_ball,9
04/21/2023,multiplier,3.0
04/21/2023,pick5_1,3
04/21/2023,pick5_2,21
04/21/2023,pick5_3,29
04/21/2023,pick5_4,46
04/21/2023,pick5_5,63
04/21/2023,winning_numbers,03 21 29 46 63
04/18/2023,mega_ball,4
04/18/2023,multiplier,2.0
04/18/2023,pick5_1,7
04/18/2023,pick5_2,9
04/18/2023,pick5_3,15
04/18/2023,pick5_4,19
04/18/2023,pick5_5,25
04/18/2023,winning_numbers,07 09 15 19 25
04/14/2023,mega_ball,22
04/14/2023,multiplier,2.0
04/14/2023,pick5_1,23
04/14/2023,pick5_2,27
04/14/2023,pick5_3,41
04/14/2023,pick5_4,48
04/14/2023,pick5_5,51
04/14/2023,winning_numbers,23 27 41 48 51
04/11/2023,mega_ball,24
04/11/2023,multiplier,3.0
04/11/2023,pick5_1,31
04/11/2023,pick5_2,35
04/11/2023,pick5_3,53
04/11/2023,pick5_4,54
04/11/2023,pick5_5,55
04/11/2023,winning_numbers,31 35 53 54 55
04/07/2023,mega_ball,21
04/07/2023,multiplier,2.0
04/07/2023,pick5_1,12
04/07/2023,pick5_2,32
04/07/2023,pick5_3,49
04/07/2023,pick5_4,51
04/07/2023,pick5_5,66
04/07/2023,winning_numbers,12 32 49 51 66
04/04/2023,mega_ball,4
04/04/2023,multiplier,3.0
04/04/2023,pick5_1,1
04/04/2023,pick5_2,37
04/04/2023,pick5_3,45
04/04/2023,pick5_4,62
04/04/2023,pick5_5,64
04/04/2023,winning_numbers,01 37 45 62 64
03/31/2023,mega_ball,23
03/31/2023,multiplier,4.0
03/31/2023,pick5_1,16
03/31/2023,pick5_2,26
03/31/2023,pick5_3,27
03/31/2023,pick5_4,42
03/31/2023,pick5_5,61
03/31/2023,winning_numbers,16 26 27 42 61
03/28/2023,mega_ball,24
03/28/2023,multiplier,4.0
03/28/2023,pick5_1,2
03/28/2023,pick5_2,3
03/28/2023,pick5_3,18
03/28/2023,pick5_4,32
03/28/2023,pick5_5,68
03/28/2023,winning_numbers,02 03 18 32 68
03/24/2023,mega_ball,15
03/24/2023,multiplier,3.0
03/24/2023,pick5_1,14
03/24/2023,pick5_2,17
03/24/2023,pick5_3,33
03/24/2023,pick5_4,42
03/24/2023,pick5_5,66
03/24/2023,winning_numbers,14 17 33 42 66
03/21/2023,mega_ball,11
03/21/2023,multiplier,2.0
03/21/2023,pick5_1,1
03/21/2023,pick5_2,21
03/21/2023,pick5_3,25
03/21/2023,pick5_4,27
03/21/2023,pick5_5,40
03/21/2023,winning_numbers,01 21 25 27 40
03/17/2023,mega_ball,25
03/17/2023,multiplier,3.0
03/17/2023,pick5_1,26
03/17/2023,pick5_2,28
03/17/2023,pick5_3,29
03/17/2023,pick5_4,39
03/17/2023,pick5_5,49
03/17/2023,winning_numbers,26 28 29 39 49
03/14/2023,mega_ball,2
03/14/2023,multiplier,3.0
03/14/2023,pick5_1,1
03/14/2023,pick5_2,7
03/14/2023,pick5_3,23
03/14/2023,pick5_4,38
03/14/2023,pick5_5,55
03/14/2023,winning_numbers,01 07 23 38 55
03/10/2023,mega_ball,5
03/10/2023,multiplier,2.0
03/10/2023,pick5_1,9
03/10/2023,pick5_2,20
03/10/2023,pick5_3,59
03/10/2023,pick5_4,60
03/10/2023,pick5_5,63
03/10/2023,winning_numbers,09 20 59 60 63
03/07/2023,mega_ball,21
03/07/2023,multiplier,4.0
03/07/2023,pick5_1,15
03/07/2023,pick5_2,22
03/07/2023,pick5_3,25
03/07/2023,pick5_4,28
03/07/2023,pick5_5,69
03/07/2023,winning_numbers,15 22 25 28 69
03/03/2023,mega_ball,11
03/03/2023,multiplier,4.0
03/03/2023,pick5_1,8
03/03/2023,pick5_2,25
03/03/2023,pick5_3,36
03/03/2023,pick5_4,39
03/03/2023,pick5_5,67
03/03/2023,winning_numbers,08 25 36 39 67
02/28/2023,mega_ball,13
02/28/2023,multiplier,2.0
02/28/2023,pick5_1,14
02/28/2023,pick5_2,16
02/28/2023,pick5_3,40
02/28/2023,pick5_4,52
02/28/2023,pick5_5,59
02/28/2023,winning_numbers,14 16 40 52 59
02/24/2023,mega_ball,7
02/24/2023,multiplier,4.0
02/24/2023,pick5_1,2
02/24/2023,pick5_2,22
02/24/2023,pick5_3,49
02/24/2023,pick5_4,65
02/24/2023,pick5_5,67
02/24/2023,winning_numbers,02 22 49 65 67
02/21/2023,mega_ball,24
02/21/2023,multiplier,2.0
02/21/2023,pick5_1,2
02/21/2023,pick5_2,15
02/21/2023,pick5_3,30
02/21/2023,pick5_4,36
02/21/2023,pick5_5,63
02/21/2023,winning_numbers,02 15 30 36 63
02/17/2023,mega_ball,13
02/17/2023,multiplier,3.0
02/17/2023,pick5_1,2
02/17/2023,pick5_2,33
02/17/2023,pick5_3,38
02/17/2023,pick5_4,57
02/17/2023,pick5_5,70
02/17/2023,winning_numbers,02 33 38 57 70
02/14/2023,mega_ball,1
02/14/2023,multiplier,3.0
02/14/2023,pick5_1,23
02/14/2023,pick5_2,24
02/14/2023,pick5_3,35
02/14/2023,pick5_4,40
02/14/2023,pick5_5,43
02/14/2023,winning_numbers,23 24 35 40 43
02/10/2023,mega_ball,19
02/10/2023,multiplier,3.0
02/10/2023,pick5_1,20
02/10/2023,pick5_2,29
02/10/2023,pick5_3,30
02/10/2023,pick5_4,52
02/10/2023,pick5_5,58
02/10/2023,winning_numbers,20 29 30 52 58
02/07/2023,mega_ball,4
02/07/2023,multiplier,2.0
02/07/2023,pick5_1,9
02/07/2023,pick5_2,15
02/07/2023,pick5_3,46
02/07/2023,pick5_4,55
02/07/2023,pick5_5,57
02/07/2023,winning_numbers,09 15 46 55 57
02/03/2023,mega_ball,17
02/03/2023,multiplier,2.0
02/03/2023,pick5_1,1
02/03/2023,pick5_2,4
02/03/2023,pick5_3,50
02/03/2023,pick5_4,54
02/03/2023,pick5_5,59
02/03/2023,winning_numbers,01 04 50 54 59
01/31/2023,mega_ball,13
01/31/2023,multiplier,4.0
01/31/2023,pick5_1,7
01/31/2023,pick5_2,9
01/31/2023,pick5_3,18
01/31/2023,pick5_4,29
01/31/2023,pick5_5,39
01/31/2023,winning_numbers,07 09 18 29 39
01/27/2023,mega_ball,22
01/27/2023,multiplier,4.0
01/27/2023,pick5_1,4
01/27/2023,pick5_2,43
01/27/2023,pick5_3,46
01/27/2023,pick5_4,47
01/27/2023,pick5_5,61
01/27/2023,winning_numbers,04 43 46 47 61
01/24/2023,mega_ball,20
01/24/2023,multiplier,4.0
01/24/2023,pick5_1,33
01/24/2023,pick5_2,41
01/24/2023,pick5_3,47
01/24/2023,pick5_4,50
01/24/2023,pick5_5,62
01/24/2023,winning_numbers,33 41 47 50 62
01/20/2023,mega_ball,17
01/20/2023,multiplier,4.0
01/20/2023,pick5_1,20
01/20/2023,pick5_2,29
01/20/2023,pick5_3,31
01/20/2023,pick5_4,64
01/20/2023,pick5_5,66
01/20/2023,winning_numbers,20 29 31 64 66
01/17/2023,mega_ball,18
01/17/2023,multiplier,3.0
01/17/2023,pick5_1,2
01/17/2023,pick5_2,12
01/17/2023,pick5_3,18
01/17/2023,pick5_4,24
01/17/2023,pick5_5,39
01/17/2023,winning_numbers,02 12 18 24 39
01/13/2023,mega_ball,14
01/13/2023,multiplier,2.0
01/13/2023,pick5_1,30
01/13/2023,pick5_2,43
01/13/2023,pick5_3,45
01/13/2023,pick5_4,46
01/13/2023,pick5_5,61
01/13/2023,winning_numbers,30 43 45 46 61
01/10/2023,mega_ball,9
01/10/2023,multiplier,3.0
01/10/2023,pick5_1,7
01/10/2023,pick5_2,13
01/10/2023,pick5_3,14
01/10/2023,pick5_4,15
01/10/2023,pick5_5,18
01/10/2023,winning_numbers,07 13 14 15 18
01/06/2023,mega_ball,13
01/06/2023,multiplier,3.0
01/06/2023,pick5_1,3
01/06/2023,pick5_2,20
01/06/2023,pick5_3,46
01/06/2023,pick5_4,59
01/06/2023,pick5_5,63
01/06/2023,winning_numbers,03 20 46 59 63
01/03/2023,mega_ball,18
01/03/2023,multiplier,4.0
01/03/2023,pick5_1,25
01/03/2023,pick5_2,29
01/03/2023,pick5_3,33
01/03/2023,pick5_4,41
01/03/2023,pick5_5,44
01/03/2023,winning_numbers,25 29 33 41 44
12/30/2022,mega_ball,7
12/30/2022,multiplier,3.0
12/30/2022,pick5_1,1
12/30/2022,pick5_2,3
12/30/2022,pick5_3,6
12/30/2022,pick5_4,44
12/30/2022,pick5_5,51
12/30/2022,winning_numbers,01 03 06 44 51
12/27/2022,mega_ball,11
12/27/2022,multiplier,2.0
12/27/2022,pick5_1,9
12/27/2022,pick5_2,13
12/27/2022,pick5_3,36
12/27/2022,pick5_4,59
12/27/2022,pick5_5,61
12/27/2022,winning_numbers,09 13 36 59 61
12/23/2022,mega_ball,8
12/23/2022,multiplier,4.0
12/23/2022,pick5_1,15
12/23/2022,pick5_2,21
12/23/2022,pick5_3,32
12/23/2022,pick5_4,38
12/23/2022,pick5_5,62
12/23/2022,winning_numbers,15 21 32 38 62
12/20/2022,mega_ball,17
12/20/2022,multiplier,4.0
12/20/2022,pick5_1,3
12/20/2022,pick5_2,4
12/20/2022,pick5_3,33
12/20/2022,pick5_4,36
12/20/2022,pick5_5,52
12/20/2022,winning_numbers,03 04 33 36 52
12/16/2022,mega_ball,11
12/16/2022,multiplier,3.0
12/16/2022,pick5_1,8
12/16/2022,pick5_2,35
12/16/2022,pick5_3,40
12/16/2022,pick5_4,53
12/16/2022,pick5_5,56
12/16/2022,winning_numbers,08 35 40 53 56
12/13/2022,mega_ball,6
12/13/2022,multiplier,2.0
12/13/2022,pick5_1,14
12/13/2022,pick5_2,22
12/13/2022,pick5_3,48
12/13/2022,pick5_4,58
12/13/2022,pick5_5,68
12/13/2022,winning_numbers,14 22 48 58 68
12/09/2022,mega_ball,19
12/09/2022,multiplier,4.0
12/09/2022,pick5_1,8
12/09/2022,pick5_2,19
12/09/2022,pick5_3,53
12/09/2022,pick5_4,61
12/09/2022,pick5_5,69
12/09/2022,winning_numbers,08 19 53 61 69
12/06/2022,mega_ball,13
12/06/2022,multiplier,3.0
12/06/2022,pick5_1,15
12/06/2022,pick5_2,16
12/06/2022,pick5_3,19
12/06/2022,pick5_4,28
12/06/2022,pick5_5,47
12/06/2022,winning_numbers,15 16 19 28 47
12/02/2022,mega_ball,16
12/02/2022,multiplier,3.0
12/02/2022,pick5_1,1
12/02/2022,pick5_2,21
12/02/2022,pick5_3,36
12/02/2022,pick5_4,46
12/02/2022,pick5_5,52
12/02/2022,winning_numbers,01 21 36 46 52
11/29/2022,mega_ball,6
11/29/2022,multiplier,4.0
11/29/2022,pick5_1,20
11/29/2022,pick5_2,23
11/29/2022,pick5_3,37
11/29/2022,pick5_4,46
11/29/2022,pick5_5,52
11/29/2022,winning_numbers,20 23 37 46 52
11/25/2022,mega_ball,18
11/25/2022,multiplier,2.0
11/25/2022,pick5_1,29
11/25/2022,pick5_2,31
11/25/2022,pick5_3,46
11/25/2022,pick5_4,54
11/25/2022,pick5_5,67
11/25/2022,winning_numbers,29 31 46 54 67
11/22/2022,mega_ball,2
11/22/2022,multiplier,3.0
11/22/2022,pick5_1,13
11/22/2022,pick5_2,23
11/22/2022,pick5_3,24
11/22/2022,pick5_4,25
11/22/2022,pick5_5,43
11/22/2022,winning_numbers,13 23 24 25 43
11/18/2022,mega_ball,9
11/18/2022,multiplier,4.0
11/18/2022,pick5_1,2
11/18/2022,pick5_2,14
11/18/2022,pick5_3,16
11/18/2022,pick5_4,38
11/18/2022,pick5_5,66
11/18/2022,winning_numbers,02 14 16 38 66
11/15/2022,mega_ball,18
11/15/2022,multiplier,2.0
11/15/2022,pick5_1,6
11/15/2022,pick5_2,19
11/15/2022,pick5_3,28
11/15/2022,pick5_4,46
11/15/2022,pick5_5,61
11/15/2022,winning_numbers,06 19 28 46 61
11/11/2022,mega_ball,22
11/11/2022,multiplier,3.0
11/11/2022,pick5_1,1
11/11/2022,pick5_2,5
11/11/2022,pick5_3,17
11/11/2022,pick5_4,37
11/11/2022,pick5_5,70
11/11/2022,winning_numbers,01 05 17 37 70
11/08/2022,mega_ball,23
11/08/2022,multiplier,4.0
11/08/2022,pick5_1,5
11/08/2022,pick5_2,13
11/08/2022,pick5_3,29
11/08/2022,pick5_4,38
11/08/2022,pick5_5,59
11/08/2022,winning_numbers,05 13 29 38 59
11/04/2022,mega_ball,19
11/04/2022,multiplier,2.0
11/04/2022,pick5_1,2
11/04/2022,pick5_2,20
11/04/2022,pick5_3,47
11/04/2022,pick5_4,55
11/04/2022,pick5_5,59
11/04/2022,winning_numbers,02 20 47 55 59
11/01/2022,mega_ball,25
11/01/2022,multiplier,3.0
11/01/2022,pick5_1,5
11/01/2022,pick5_2,9
11/01/2022,pick5_3,15
11/01/2022,pick5_4,16
11/01/2022,pick5_5,17
11/01/2022,winning_numbers,05 09 15 16 17
10/28/2022,mega_ball,7
10/28/2022,multiplier,2.0
10/28/2022,pick5_1,4
10/28/2022,pick5_2,18
10/28/2022,pick5_3,31
10/28/2022,pick5_4,53
10/28/2022,pick5_5,69
10/28/2022,winning_numbers,04 18 31 53 69
10/25/2022,mega_ball,21
10/25/2022,multiplier,3.0
10/25/2022,pick5_1,21
10/25/2022,pick5_2,30
10/25/2022,pick5_3,35
10/25/2022,pick5_4,45
10/25/2022,pick5_5,66
10/25/2022,winning_numbers,21 30 35 45 66
10/21/2022,mega_ball,22
10/21/2022,multiplier,2.0
10/21/2022,pick5_1,34
10/21/2022,pick5_2,36
10/21/2022,pick5_3,43
10/21/2022,pick5_4,45
10/21/2022,pick5_5,68
10/21/2022,winning_numbers,34 36 43 45 68
10/18/2022,mega_ball,23
10/18/2022,multiplier,3.0
10/18/2022,pick5_1,1
10/18/2022,pick5_2,15
10/18/2022,pick5_3,20
10/18/2022,pick5_4,44
10/18/2022,pick5_5,67
10/18/2022,winning_numbers,01 15 20 44 67
10/14/2022,mega_ball,19
10/14/2022,multiplier,2.0
10/14/2022,pick5_1,9
10/14/2022,pick5_2,22
10/14/2022,pick5_3,26
10/14/2022,pick5_4,41
10/14/2022,pick5_5,44
10/14/2022,winning_numbers,09 22 26 41 44
10/11/2022,mega_ball,1
10/11/2022,multiplier,3.0
10/11/2022,pick5_1,3
10/11/2022,pick5_2,7
10/11/2022,pick5_3,11
10/11/2022,pick5_4,13
10/11/2022,pick5_5,38
10/11/2022,winning_numbers,03 07 11 13 38
10/07/2022,mega_ball,21
10/07/2022,multiplier,2.0
10/07/2022,pick5_1,6
10/07/2022,pick5_2,11
10/07/2022,pick5_3,29
10/07/2022,pick5_4,36
10/07/2022,pick5_5,55
10/07/2022,winning_numbers,06 11 29 36 55
10/04/2022,mega_ball,25
10/04/2022,multiplier,2.0
10/04/2022,pick5_1,15
10/04/2022,pick5_2,18
10/04/2022,pick5_3,25
10/04/2022,pick5_4,33
10/04/2022,pick5_5,38
10/04/2022,winning_numbers,15 18 25 33 38
09/30/2022,mega_ball,6
09/30/2022,multiplier,4.0
09/30/2022,pick5_1,16
09/30/2022,pick5_2,26
09/30/2022,pick5_3,37
09/30/2022,pick5_4,40
09/30/2022,pick5_5,51
09/30/2022,winning_numbers,16 26 37 40 51
09/27/2022,mega_ball,9
09/27/2022,multiplier,3.0
09/27/2022,pick5_1,8
09/27/2022,pick5_2,14
09/27/2022,pick5_3,24
09/27/2022,pick5_4,43
09/27/2022,pick5_5,51
09/27/2022,winning_numbers,08 14 24 43 51
09/23/2022,mega_ball,22
09/23/2022,multiplier,4.0
09/23/2022,pick5_1,5
09/23/2022,pick5_2,50
09/23/2022,pick5_3,53
09/23/2022,pick5_4,58
09/23/2022,pick5_5,64
09/23/2022,winning_numbers,05 50 53 58 64
09/20/2022,mega_ball,10
09/20/2022,multiplier,5.0
09/20/2022,pick5_1,9
09/20/2022,pick5_2,21
09/20/2022,pick5_3,28
09/20/2022,pick5_4,30
09/20/2022,pick5_5,52
09/20/2022,winning_numbers,09 21 28 30 52
09/16/2022,mega_ball,12
09/16/2022,multiplier,4.0
09/16/2022,pick5_1,15
09/16/2022,pick5_2,30
09/16/2022,pick5_3,35
09/16/2022,pick5_4,38
09/16/2022,pick5_5,66
09/16/2022,winning_numbers,15 30 35 38 66
09/13/2022,mega_ball,21
09/13/2022,multiplier,4.0
09/13/2022,pick5_1,14
09/13/2022,pick5_2,25
09/13/2022,pick5_3,38
09/13/2022,pick5_4,59
09/13/2022,pick5_5,64
09/13/2022,winning_numbers,14 25 38 59 64
09/09/2022,mega_ball,22
09/09/2022,multiplier,2.0
09/09/2022,pick5_1,16
09/09/2022,pick5_2,21
09/09/2022,pick5_3,54
09/09/2022,pick5_4,55
09/09/2022,pick5_5,69
09/09/2022,winning_numbers,16 21 54 55 69
09/06/2022,mega_ball,2
09/06/2022,multiplier,4.0
09/06/2022,pick5_1,6
09/06/2022,pick5_2,17
09/06/2022,pick5_3,46
09/06/2022,pick5_4,59
09/06/2022,pick5_5,68
09/06/2022,winning_numbers,06 17 46 59 68
09/02/2022,mega_ball,20
09/02/2022,multiplier,2.0
09/02/2022,pick5_1,39
09/02/2022,pick5_2,40
09/02/2022,pick5_3,52
09/02/2022,pick5_4,60
09/02/2022,pick5_5,67
09/02/2022,winning_numbers,39 40 52 60 67
08/30/2022,mega_ball,17
08/30/2022,multiplier,3.0
08/30/2022,pick5_1,2
08/30/2022,pick5_2,38
08/30/2022,pick5_3,55
08/30/2022,pick5_4,57
08/30/2022,pick5_5,65
08/30/2022,winning_numbers,02 38 55 57 65
08/26/2022,mega_ball,23
08/26/2022,multiplier,2.0
08/26/2022,pick5_1,6
08/26/2022,pick5_2,27
08/26/2022,pick5_3,30
08/26/2022,pick5_4,38
08/26/2022,pick5_5,64
08/26/2022,winning_numbers,06 27 30 38 64
08/23/2022,mega_ball,7
08/23/2022,multiplier,2.0
08/23/2022,pick5_1,3
08/23/2022,pick5_2,5
08/23/2022,pick5_3,47
08/23/2022,pick5_4,48
08/23/2022,pick5_5,67
08/23/2022,winning_numbers,03 05 47 48 67
08/19/2022,mega_ball,3
08/19/2022,multiplier,4.0
08/19/2022,pick5_1,12
08/19/2022,pick5_2,18
08/19/2022,pick5_3,24
08/19/2022,pick5_4,46
08/19/2022,pick5_5,65
08/19/2022,winning_numbers,12 18 24 46 65
08/16/2022,mega_ball,1
08/16/2022,multiplier,2.0
08/16/2022,pick5_1,33
08/16/2022,pick5_2,35
08/16/2022,pick5_3,41
08/16/2022,pick5_4,45
08/16/2022,pick5_5,51
08/16/2022,winning_numbers,33 35 41 45 51
08/12/2022,mega_ball,3
08/12/2022,multiplier,3.0
08/12/2022,pick5_1,23
08/12/2022,pick5_2,24
08/12/2022,pick5_3,50
08/12/2022,pick5_4,54
08/12/2022,pick5_5,64
08/12/2022,winning_numbers,23 24 50 54 64
08/09/2022,mega_ball,13
08/09/2022,multiplier,3.0
08/09/2022,pick5_1,1
08/09/2022,pick5_2,8
08/09/2022,pick5_3,10
08/09/2022,pick5_4,25
08/09/2022,pick5_5,32
08/09/2022,winning_numbers,01 08 10 25 32
08/05/2022,mega_ball,18
08/05/2022,multiplier,3.0
08/05/2022,pick5_1,2
08/05/2022,pick5_2,5
08/05/2022,pick5_3,29
08/05/2022,pick5_4,64
08/05/2022,pick5_5,69
08/05/2022,winning_numbers,02 05 29 64 69
08/02/2022,mega_ball,14
08/02/2022,multiplier,3.0
08/02/2022,pick5_1,10
08/02/2022,pick5_2,14
08/02/2022,pick5_3,25
08/02/2022,pick5_4,37
08/02/2022,pick5_5,63
08/02/2022,winning_numbers,10 14 25 37 63
07/29/2022,mega_ball,14
07/29/2022,multiplier,2.0
07/29/2022,pick5_1,13
07/29/2022,pick5_2,36
07/29/2022,pick5_3,45
07/29/2022,pick5_4,57
07/29/2022,pick5_5,67
07/29/2022,winning_numbers,13 36 45 57 67
07/26/2022,mega_ball,15
07/26/2022,multiplier,3.0
07/26/2022,pick5_1,7
07/26/2022,pick5_2,29
07/26/2022,pick5_3,60
07/26/2022,pick5_4,63
07/26/2022,pick5_5,66
07/26/2022,winning_numbers,07 29 60 63 66
07/22/2022,mega_ball,16
07/22/2022,multiplier,3.0
07/22/2022,pick5_1,14
07/22/2022,pick5_2,40
07/22/2022,pick5_3,60
07/22/2022,pick5_4,64
07/22/2022,pick5_5,66
07/22/2022,winning_numbers,14 40 60 64 66
07/19/2022,mega_ball,25
07/19/2022,multiplier,3.0
07/19/2022,pick5_1,2
07/19/2022,pick5_2,31
07/19/2022,pick5_3,32
07/19/2022,pick5_4,37
07/19/2022,pick5_5,70
07/19/2022,winning_numbers,02 31 32 37 70
07/15/2022,mega_ball,15
07/15/2022,multiplier,5.0
07/15/2022,pick5_1,8
07/15/2022,pick5_2,20
07/15/2022,pick5_3,26
07/15/2022,pick5_4,53
07/15/2022,pick5_5,64
07/15/2022,winning_numbers,08 20 26 53 64
07/12/2022,mega_ball,12
07/12/2022,multiplier,2.0
07/12/2022,pick5_1,4
07/12/2022,pick5_2,7
07/12/2022,pick5_3,10
07/12/2022,pick5_4,45
07/12/2022,pick5_5,64
07/12/2022,winning_numbers,04 07 10 45 64
07/08/2022,mega_ball,20
07/08/2022,multiplier,3.0
07/08/2022,pick5_1,20
07/08/2022,pick5_2,36
07/08/2022,pick5_3,61
07/08/2022,pick5_4,62
07/08/2022,pick5_5,69
07/08/2022,winning_numbers,20 36 61 62 69
07/05/2022,mega_ball,21
07/05/2022,multiplier,4.0
07/05/2022,pick5_1,27
07/05/2022,pick5_2,31
07/05/2022,pick5_3,50
07/05/2022,pick5_4,51
07/05/2022,pick5_5,61
07/05/2022,winning_numbers,27 31 50 51 61
07/01/2022,mega_ball,12
07/01/2022,multiplier,3.0
07/01/2022,pick5_1,1
07/01/2022,pick5_2,27
07/01/2022,pick5_3,29
07/01/2022,pick5_4,38
07/01/2022,pick5_5,62
07/01/2022,winning_numbers,01 27 29 38 62
06/28/2022,mega_ball,11
06/28/2022,multiplier,2.0
06/28/2022,pick5_1,7
06/28/2022,pick5_2,12
06/28/2022,pick5_3,21
06/28/2022,pick5_4,43
06/28/2022,pick5_5,55
06/28/2022,winning_numbers,07 12 21 43 55
06/24/2022,mega_ball,14
06/24/2022,multiplier,2.0
06/24/2022,pick5_1,1
06/24/2022,pick5_2,7
06/24/2022,pick5_3,11
06/24/2022,pick5_4,25
06/24/2022,pick5_5,56
06/24/2022,winning_numbers,01 07 11 25 56
06/21/2022,mega_ball,20
06/21/2022,multiplier,3.0
06/21/2022,pick5_1,8
06/21/2022,pick5_2,13
06/21/2022,pick5_3,18
06/21/2022,pick5_4,32
06/21/2022,pick5_5,42
06/21/2022,winning_numbers,08 13 18 32 42
06/17/2022,mega_ball,16
06/17/2022,multiplier,2.0
06/17/2022,pick5_1,20
06/17/2022,pick5_2,36
06/17/2022,pick5_3,53
06/17/2022,pick5_4,56
06/17/2022,pick5_5,69
06/17/2022,winning_numbers,20 36 53 56 69
06/14/2022,mega_ball,22
06/14/2022,multiplier,2.0
06/14/2022,pick5_1,30
06/14/2022,pick5_2,37
06/14/2022,pick5_3,38
06/14/2022,pick5_4,42
06/14/2022,pick5_5,58
06/14/2022,winning_numbers,30 37 38 42 58
06/10/2022,mega_ball,4
06/10/2022,multiplier,5.0
06/10/2022,pick5_1,3
06/10/2022,pick5_2,12
06/10/2022,pick5_3,14
06/10/2022,pick5_4,18
06/10/2022,pick5_5,32
06/10/2022,winning_numbers,03 12 14 18 32
06/07/2022,mega_ball,3
06/07/2022,multiplier,4.0
06/07/2022,pick5_1,4
06/07/2022,pick5_2,34
06/07/2022,pick5_3,40
06/07/2022,pick5_4,41
06/07/2022,pick5_5,53
06/07/2022,winning_numbers,04 34 40 41 53
06/03/2022,mega_ball,11
06/03/2022,multiplier,4.0
06/03/2022,pick5_1,11
06/03/2022,pick5_2,16
06/03/2022,pick5_3,22
06/03/2022,pick5_4,48
06/03/2022,pick5_5,59
06/03/2022,winning_numbers,11 16 22 48 59
05/31/2022,mega_ball,24
05/31/2022,multiplier,4.0
05/31/2022,pick5_1,6
05/31/2022,pick5_2,15
05/31/2022,pick5_3,41
05/31/2022,pick5_4,63
05/31/2022,pick5_5,64
05/31/2022,winning_numbers,06 15 41 63 64
05/27/2022,mega_ball,8
05/27/2022,multiplier,3.0
05/27/2022,pick5_1,3
05/27/2022,pick5_2,14
05/27/2022,pick5_3,40
05/27/2022,pick5_4,53
05/27/2022,pick5_5,54
05/27/2022,winning_numbers,03 14 40 53 54
05/24/2022,mega_ball,25
05/24/2022,multiplier,3.0
05/24/2022,pick5_1,3
05/24/2022,pick5_2,5
05/24/2022,pick5_3,6
05/24/2022,pick5_4,63
05/24/2022,pick5_5,68
05/24/2022,winning_numbers,03 05 06 63 68
05/20/2022,mega_ball,22
05/20/2022,multiplier,3.0
05/20/2022,pick5_1,33
05/20/2022,pick5_2,40
05/20/2022,pick5_3,59
05/20/2022,pick5_4,60
05/20/2022,pick5_5,69
05/20/2022,winning_numbers,33 40 59 60 69
05/17/2022,mega_ball,24
05/17/2022,multiplier,4.0
05/17/2022,pick5_1,7
05/17/2022,pick5_2,21
05/17/2022,pick5_3,24
05/17/2022,pick5_4,41
05/17/2022,pick5_5,65
05/17/2022,winning_numbers,07 21 24 41 65
05/13/2022,mega_ball,13
05/13/2022,multiplier,3.0
05/13/2022,pick5_1,11
05/13/2022,pick5_2,41
05/13/2022,pick5_3,43
05/13/2022,pick5_4,44
05/13/2022,pick5_5,65
05/13/2022,winning_numbers,11 41 43 44 65
05/10/2022,mega_ball,6
05/10/2022,multiplier,3.0
05/10/2022,pick5_1,15
05/10/2022,pick5_2,19
05/10/2022,pick5_3,20
05/10/2022,pick5_4,61
05/10/2022,pick5_5,70
05/10/2022,winning_numbers,15 19 20 61 70
05/06/2022,mega_ball,10
05/06/2022,multiplier,2.0
05/06/2022,pick5_1,16
05/06/2022,pick5_2,21
05/06/2022,pick5_3,33
05/06/2022,pick5_4,52
05/06/2022,pick5_5,70
05/06/2022,winning_numbers,16 21 33 52 70
05/03/2022,mega_ball,17
05/03/2022,multiplier,2.0
05/03/2022,pick5_1,15
05/03/2022,pick5_2,19
05/03/2022,pick5_3,27
05/03/2022,pick5_4,35
05/03/2022,pick5_5,57
05/03/2022,winning_numbers,15 19 27 35 57
04/29/2022,mega_ball,15
04/29/2022,multiplier,2.0
04/29/2022,pick5_1,9
04/29/2022,pick5_2,11
04/29/2022,pick5_3,34
04/29/2022,pick5_4,49
04/29/2022,pick5_5,66
04/29/2022,winning_numbers,09 11 34 49 66
